file_name,domain,success,error,memory_peak_mb,memory_avg_mb,best_model_prauc,best_model_f1,best_prauc_score,best_f1_score,time_1_initialization
0.csv,SKAB,False,score and label must have the same length,781.93359375,776.6171875,,,,,0.1579291820526123
